Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Cars,Garage Area,SalePrice
7500,IDOTRR,4,4,1920,1950,TA,698,698,430,1128,1,2,6,2,528,68400
8712,IDOTRR,4,7,1900,1950,TA,859,859,319,1178,1,2,7,1,384,102776
8712,IDOTRR,5,5,1952,1952,TA,540,1044,0,1044,1,2,4,2,504,55993
8712,IDOTRR,4,7,1896,1950,TA,756,952,0,952,1,3,5,1,330,50138
3811,Crawfor,8,5,2004,2005,Ex,1594,1646,0,1646,2,2,5,2,525,246000
11050,Mitchel,8,5,1998,1999,Gd,1049,1036,880,1916,2,3,8,3,741,254900
9620,Mitchel,6,7,1977,1977,TA,1243,1285,0,1285,2,3,6,2,473,190000
9196,Mitchel,7,5,2003,2003,Ex,1560,1560,0,1560,2,3,7,2,573,201000
12328,Mitchel,6,5,1976,1976,TA,1012,1034,0,1034,1,3,6,3,888,169900
12760,Mitchel,6,5,1976,1976,TA,1958,2048,0,2048,3,5,9,2,776,170000
57200,Timber,5,5,1948,1950,TA,747,1687,0,1687,1,3,7,2,572,160000
11896,Timber,7,5,2008,2008,Gd,1336,1346,0,1346,2,3,6,3,660,220000
9803,Timber,7,5,2009,2010,Gd,1214,1214,0,1214,2,2,6,2,520,179781
9802,Timber,5,5,2006,2007,Gd,384,744,700,1444,2,3,7,2,400,174000
12003,Timber,8,5,2009,2010,Ex,774,774,1194,1968,2,4,8,3,680,269500
11316,Timber,7,5,2002,2003,Gd,817,824,1070,1894,2,4,8,2,510,214900
14191,Timber,8,5,2002,2002,Gd,967,993,915,1908,2,4,9,2,431,202900
13214,Timber,9,5,2008,2009,Ex,2002,2018,0,2018,2,3,10,3,746,378500
15300,Mitchel,5,5,1965,1977,TA,1068,1264,0,1264,1,2,7,2,528,169000
10114,Mitchel,5,5,2004,2005,Ex,1430,1430,0,1430,2,3,7,2,624,173500
9400,Mitchel,6,5,1971,1971,TA,912,912,912,1824,2,4,8,0,0,139000
11875,Mitchel,5,5,1999,1999,Gd,1344,1344,0,1344,2,3,7,2,686,166500
1974,MeadowV,4,5,1973,1973,TA,546,546,546,1092,1,3,6,1,286,83500
2394,MeadowV,5,6,1973,1973,Gd,945,945,0,945,1,2,5,1,253,119500
2592,MeadowV,5,3,1976,1976,Gd,536,536,576,1112,1,3,4,1,336,85000
1476,MeadowV,4,7,1970,1970,TA,546,546,546,1092,1,3,5,0,0,76000
1491,MeadowV,4,6,1972,1972,Gd,630,630,0,630,1,1,3,0,0,75500
1900,MeadowV,4,4,1970,1970,TA,546,546,546,1092,1,3,5,0,0,88250
1890,MeadowV,4,6,1972,1972,TA,546,546,546,1092,1,3,5,1,286,85500
6953,Mitchel,5,7,1971,2004,TA,864,874,0,874,1,3,5,1,352,130000
26142,Mitchel,5,7,1962,1962,TA,1188,1188,0,1188,1,3,6,1,312,157900
12887,Mitchel,5,7,1984,1984,Gd,833,833,0,833,1,2,5,2,495,149900
7700,Mitchel,5,2,1985,1986,TA,1216,1216,1216,2432,4,4,10,2,616,159000
10475,Mitchel,5,5,1991,1991,Gd,624,624,650,1274,1,3,6,2,576,136000
10544,Mitchel,5,5,1969,1969,TA,864,864,615,1479,2,5,8,1,275,161000
9892,Mitchel,8,5,1994,1995,Gd,1679,1803,0,1803,2,3,6,2,482,285000
12961,Mitchel,6,5,1993,1994,Gd,1152,1152,645,1797,2,3,7,2,616,231000
13008,NAmes,6,5,1956,1956,Fa,882,882,0,882,1,2,5,1,502,124500
10200,NAmes,6,5,1974,1974,TA,1434,1434,0,1434,2,4,7,2,528,157000
13860,NAmes,8,7,1972,1995,Gd,1952,2000,704,2704,2,4,9,2,538,345000
10179,Gilbert,6,5,1997,1997,Gd,945,945,663,1608,2,3,7,2,470,189500
11792,Gilbert,8,5,2003,2003,Gd,1008,1008,1275,2283,2,4,9,3,632,270000
8400,Gilbert,7,5,1996,1997,Gd,384,958,670,1628,2,3,7,2,390,189000
14892,Gilbert,9,5,2006,2007,Ex,1746,1746,0,1746,2,3,7,3,758,377500
8530,Gilbert,7,5,1995,1996,Gd,384,804,670,1474,2,3,7,2,400,168500
7296,StoneBr,8,5,2004,2005,Ex,2208,2522,0,2522,2,1,8,2,564,375000
5664,StoneBr,8,5,2000,2000,Gd,1501,1659,0,1659,2,2,5,2,499,278000
7380,StoneBr,8,5,1998,1998,Gd,1418,1478,0,1478,2,2,5,2,495,240000
8013,StoneBr,8,5,1995,1996,Gd,1587,1734,0,1734,2,2,6,2,528,239500
8923,Gilbert,7,5,1998,1998,Gd,384,751,631,1382,2,3,7,2,396,177500
10141,Gilbert,7,5,1998,1998,Gd,832,885,833,1718,2,3,7,2,427,185000
7500,Gilbert,6,5,1998,1999,Gd,952,952,684,1636,2,3,7,2,440,191000
7837,Gilbert,6,7,1993,1994,Gd,799,799,772,1571,2,3,7,2,380,178000
9765,Gilbert,6,8,1993,1993,Gd,680,680,790,1470,2,3,6,2,420,185000
8803,Gilbert,6,5,1994,1995,Gd,707,707,809,1516,2,3,7,2,409,181316
7250,Gilbert,6,5,1993,1993,Gd,1181,1190,0,1190,2,3,6,2,430,166000
9636,Gilbert,6,5,1992,1993,Gd,808,808,785,1593,2,3,7,2,389,178000
8125,Gilbert,6,5,1994,1995,Gd,702,702,779,1481,2,3,6,2,343,174000
9248,Gilbert,6,6,1992,1992,Gd,1158,1167,0,1167,2,3,6,2,400,173000
10762,Gilbert,7,5,1999,1999,Gd,978,1005,978,1983,2,3,9,2,490,225000
11851,Gilbert,7,5,1990,1990,Gd,1424,1442,0,1442,2,3,5,2,500,180500
5814,StoneBr,8,5,1984,1984,Gd,1220,1360,0,1360,1,1,4,2,565,187500
17423,StoneBr,9,5,2008,2009,Ex,2216,2234,0,2234,2,1,9,3,1166,501837
11844,StoneBr,8,5,2008,2008,Ex,2046,2046,0,2046,2,3,7,3,834,372500
16158,StoneBr,7,5,2005,2005,Ex,1530,1530,0,1530,2,3,7,2,430,260000
11900,Gilbert,5,6,1977,1977,Gd,1122,946,988,1934,2,3,6,2,567,185000
13005,NWAmes,7,7,1980,1980,Gd,845,1153,1200,2353,2,4,10,2,484,260000
17043,NWAmes,6,5,1979,1998,Gd,1362,1586,0,1586,2,3,7,2,435,181000
11900,NWAmes,7,5,1977,1977,TA,1386,1411,0,1411,2,3,6,2,544,82500
16635,NWAmes,6,7,1977,2000,Gd,1602,1602,0,1602,2,3,8,2,529,215000
13250,NWAmes,7,6,1978,1978,Gd,832,1154,896,2050,2,4,8,2,529,154000
10928,NWAmes,6,6,1978,1986,TA,1427,1671,0,1671,2,3,7,2,484,200000
12388,NWAmes,7,7,1980,1991,Gd,1043,1539,1134,2673,2,4,9,2,441,249000
14115,NWAmes,7,5,1980,1980,Gd,1372,1472,0,1472,2,3,6,2,588,187500
11088,NWAmes,6,5,1978,1998,TA,1140,1707,0,1707,2,3,7,2,479,184000
9600,NWAmes,8,5,1981,1981,Gd,2524,2524,0,2524,2,4,9,2,542,278000
11880,NWAmes,7,5,1978,1978,Gd,1271,1601,0,1601,2,3,7,2,478,157000
10400,NWAmes,7,5,1976,1976,Gd,1090,1370,0,1370,2,3,6,2,479,152000
10304,NWAmes,5,7,1976,1976,TA,780,1088,780,1868,2,4,9,2,484,197500
7000,Somerst,7,5,2003,2003,Gd,926,1016,868,1884,2,3,7,2,581,240900
8004,Somerst,8,5,2009,2009,Gd,832,832,1103,1935,2,3,8,2,552,263435
7500,Somerst,8,5,2000,2001,Gd,1058,1058,816,1874,2,3,7,2,588,220000
8470,Somerst,8,5,2002,2002,Gd,972,972,839,1811,2,3,7,2,565,235000
9373,NWAmes,5,7,1975,1975,Gd,1621,1621,0,1621,2,3,7,2,478,213000
10140,NWAmes,6,6,1974,1974,TA,1116,1116,0,1116,2,3,6,2,528,167900
11050,NWAmes,7,5,1975,1975,TA,1176,1193,0,1193,2,3,5,2,506,158000
10140,NWAmes,6,5,1974,1974,Gd,1064,1350,0,1350,2,3,7,2,478,165000
10448,NWAmes,6,6,1972,1972,TA,689,1378,741,2119,2,3,7,2,583,158000
9000,NAmes,5,5,1974,1974,Gd,896,896,896,1792,2,4,8,0,0,136000
8750,NAmes,5,6,1970,1970,TA,1002,1002,0,1002,1,3,5,2,902,148500
7930,NAmes,6,8,1969,2005,TA,1026,1026,0,1026,1,3,5,2,440,156000
7830,NAmes,5,5,1970,1970,TA,1180,1180,0,1180,1,2,6,2,477,128000
8510,NAmes,5,7,1971,1971,Gd,1043,1050,0,1050,1,3,6,1,336,143000
7038,NAmes,4,6,1970,1970,TA,864,864,0,864,1,3,5,2,576,76500
6960,NAmes,4,6,1970,1970,TA,864,864,0,864,1,3,5,2,660,120500
8120,NAmes,4,7,1970,1970,TA,864,864,0,864,1,3,5,2,463,124500
10500,NAmes,4,6,1971,1971,TA,864,864,0,864,1,2,4,2,576,97000
9000,NAmes,4,7,1971,2006,TA,864,864,0,864,1,3,5,2,576,130000
1680,BrDale,6,5,1973,1973,TA,483,483,504,987,1,2,5,1,264,111000
2368,BrDale,5,6,1970,1970,TA,765,765,600,1365,1,3,7,2,440,125000
1680,BrDale,5,5,1971,1971,TA,630,630,672,1302,2,3,6,1,280,112000
1680,BrDale,6,6,1972,1972,TA,483,483,504,987,1,2,5,1,288,97000
1680,BrDale,6,8,1972,2007,TA,483,483,504,987,1,2,5,1,264,118000
1680,BrDale,5,7,1972,1972,TA,630,630,672,1302,2,3,6,1,264,119500
4928,NPkVill,6,6,1976,1976,Gd,958,958,0,958,2,2,5,2,440,143750
2308,NPkVill,6,5,1976,1976,Gd,804,804,744,1548,2,3,7,2,440,146000
2280,NPkVill,6,6,1976,1976,Gd,855,855,601,1456,2,3,7,2,440,148500
2280,NPkVill,7,5,1975,1975,Gd,1057,1055,0,1055,2,2,4,2,440,123000
2308,NPkVill,6,5,1974,1974,TA,855,855,467,1322,2,3,6,2,440,147000
2349,NPkVill,6,5,1977,1977,Gd,855,855,601,1456,2,3,6,2,440,137900
2364,NPkVill,6,5,1978,1978,Gd,804,804,744,1548,2,3,7,2,440,147000
2289,NPkVill,6,6,1978,1978,TA,855,855,586,1441,2,3,7,2,440,148500
2364,NPkVill,6,5,1978,1978,Gd,855,855,601,1456,2,3,6,2,440,138000
2104,NPkVill,7,6,1976,1976,TA,836,836,0,836,1,2,5,1,345,128500
7150,NAmes,5,5,1967,1967,TA,892,892,0,892,1,3,5,1,288,100000
10710,NAmes,5,7,1966,2004,TA,864,1120,0,1120,1,3,5,2,656,148800
12456,NridgHt,10,5,2006,2007,Ex,1700,1718,0,1718,2,3,7,3,786,337500
14257,NridgHt,9,5,2007,2007,Ex,1776,1794,978,2772,3,4,10,3,754,462000
13518,NridgHt,9,5,2008,2009,Ex,1926,1966,1174,3140,3,4,11,3,820,485000
15431,NridgHt,10,5,2008,2008,Ex,3094,2402,0,2402,2,2,10,3,672,555000
13173,NridgHt,9,5,2006,2007,Ex,1652,1652,0,1652,2,2,6,2,840,325000
14230,NridgHt,8,5,2007,2007,Gd,1566,1600,0,1600,2,3,7,3,890,256300
12704,NridgHt,8,5,2008,2009,Ex,2042,2042,0,2042,2,3,8,3,1390,253293
12350,NridgHt,9,5,2009,2009,Ex,1365,1365,1325,2690,2,3,8,3,864,398800
11308,NridgHt,9,5,2008,2008,Ex,1104,1130,1054,2184,2,3,10,3,836,335000
12350,NridgHt,9,5,2008,2008,Ex,2020,2020,0,2020,2,3,7,3,896,404000
12220,NridgHt,10,5,2009,2009,Ex,2006,2020,0,2020,2,3,9,3,900,402861
13478,NridgHt,10,5,2008,2008,Ex,1722,1728,568,2296,2,3,10,3,842,451950
13693,NridgHt,10,5,2007,2007,Ex,2630,2674,0,2674,2,2,8,3,762,610000
13891,NridgHt,9,5,2008,2009,Ex,1734,1734,1088,2822,3,4,12,3,1020,582933
11578,NridgHt,9,5,2008,2008,Ex,1736,1736,0,1736,2,3,7,3,834,360000
16870,NridgHt,8,5,2004,2005,Ex,1782,1782,0,1782,2,3,7,3,932,296000
23303,NridgHt,8,5,2007,2007,Ex,1508,1508,1012,2520,2,5,10,3,640,409900
11146,NridgHt,8,5,2006,2006,Ex,1709,1717,0,1717,2,3,7,3,908,255500
10367,NridgHt,9,5,2008,2008,Ex,1739,1743,0,1743,2,3,8,3,927,335000
9591,NridgHt,8,5,2004,2005,Ex,1713,1713,0,1713,2,3,7,3,856,274900
10872,NridgHt,9,5,2006,2006,Ex,1504,1531,0,1531,2,2,6,3,700,300000
13514,NridgHt,9,5,2008,2008,Ex,1774,1808,0,1808,2,3,7,3,850,324000
8834,NridgHt,9,5,2004,2005,Ex,1462,1462,762,2224,2,4,10,3,738,350000
11362,NridgHt,8,5,2004,2005,Ex,1836,1836,0,1836,2,3,7,3,862,280000
10655,NridgHt,8,5,2003,2004,Gd,3206,1629,0,1629,2,3,7,3,880,284000
12878,NridgHt,7,5,2003,2004,Gd,1760,1760,0,1760,2,3,8,2,583,269500
9541,NridgHt,7,5,2009,2009,Gd,1502,1502,0,1502,2,3,7,2,644,233170
13472,NridgHt,10,5,2003,2003,Ex,2392,2392,0,2392,2,3,8,3,968,386250
15274,NridgHt,9,5,2003,2003,Ex,2452,2452,0,2452,2,3,10,3,886,445000
13262,NridgHt,8,5,2003,2004,Gd,1082,1105,1295,2400,3,4,10,3,730,290000
9658,NridgHt,8,5,2006,2006,Gd,1598,1606,0,1606,2,3,6,3,871,255900
6904,NridgHt,6,5,2005,2005,Gd,1358,1358,0,1358,2,2,6,2,484,213000
5381,NridgHt,6,5,2005,2005,Gd,1306,1306,0,1306,2,1,5,2,624,196000
5122,NridgHt,6,5,2005,2005,Gd,1306,1306,0,1306,2,1,5,2,624,184500
10307,NridgHt,7,5,2007,2008,Gd,1350,1358,0,1358,2,2,6,2,484,212500
5001,NridgHt,7,5,2007,2008,Gd,1314,1314,0,1314,2,2,6,2,626,230000
14836,NridgHt,10,5,2004,2005,Ex,2492,2492,0,2492,2,2,8,3,949,552000
15262,NridgHt,8,5,2003,2004,Ex,2200,2200,0,2200,2,3,8,3,685,382500
7390,NridgHt,9,5,2008,2009,Ex,1884,1884,0,1884,2,2,6,2,649,320000
6472,NridgHt,9,5,2008,2008,Ex,1451,1456,0,1456,2,2,6,2,539,248500
16770,NridgHt,8,5,2002,2003,Ex,1712,1712,0,1712,2,3,8,3,701,286500
6240,NridgHt,8,5,2006,2006,Gd,1324,1324,0,1324,2,2,6,2,550,254000
3480,NridgHt,7,5,2003,2003,Gd,1405,1405,0,1405,2,2,6,2,478,173000
2268,NridgHt,7,5,2003,2004,Gd,764,764,862,1626,2,2,6,2,474,173000
10928,Gilbert,7,5,2005,2005,Gd,728,728,728,1456,2,3,8,2,390,184000
8918,Gilbert,6,5,2005,2006,Gd,745,745,745,1490,2,3,7,2,392,167800
12589,Gilbert,6,5,2005,2005,Gd,742,742,742,1484,2,3,8,2,390,174000
11911,Gilbert,6,5,2005,2005,Gd,684,684,876,1560,2,3,6,2,400,174000
3684,Blmngtn,7,5,2007,2007,Gd,1373,1555,0,1555,2,2,7,3,660,174000
3635,Blmngtn,7,5,2007,2007,Gd,1386,1569,0,1569,2,1,7,3,660,175900
3182,Blmngtn,7,5,2005,2006,Gd,1373,1555,0,1555,2,2,7,2,430,192500
3182,Blmngtn,7,5,2005,2006,Gd,1346,1504,0,1504,2,1,7,2,457,181000
3182,Blmngtn,7,5,2005,2006,Gd,1220,1220,0,1220,2,2,5,2,397,180000
3182,Blmngtn,7,5,2005,2006,Gd,1145,1145,0,1145,2,2,5,2,397,160200
7795,Gilbert,7,5,2004,2005,Gd,716,716,716,1432,2,3,6,2,432,188500
8068,Gilbert,6,5,2002,2002,Gd,1010,1010,1257,2267,2,4,8,2,390,200000
9434,Gilbert,7,5,2004,2005,Gd,384,744,630,1374,2,3,6,2,400,170000
7984,Gilbert,7,5,2004,2005,Gd,868,868,762,1630,2,3,7,2,436,189500
7750,Gilbert,8,5,2002,2002,Gd,408,779,640,1419,2,3,7,2,527,184100
10125,Gilbert,7,5,2004,2004,Gd,846,846,748,1594,2,3,7,2,434,195500
8965,Gilbert,7,5,2003,2003,Gd,782,806,683,1489,2,3,8,2,400,192000
8174,Gilbert,7,5,2003,2003,Gd,698,698,644,1342,2,3,7,2,393,178000
5063,NridgHt,7,5,2007,2008,Gd,1314,1314,0,1314,2,2,6,2,626,207500
8795,Gilbert,7,5,2000,2000,Gd,952,980,1276,2256,2,4,8,2,554,236000
12891,Gilbert,8,5,2002,2002,Ex,870,878,1126,2004,2,4,8,3,644,257500
12224,Gilbert,6,5,2000,2000,Gd,992,1022,1032,2054,2,3,7,2,390,244000
9734,Gilbert,7,5,2004,2004,Gd,384,744,630,1374,2,3,7,2,400,167000
8123,Gilbert,6,5,2000,2000,Gd,982,1007,793,1800,2,3,7,2,463,179000
8433,Gilbert,6,5,2000,2000,Gd,794,819,695,1514,2,3,7,2,394,190000
7750,Gilbert,7,5,1999,2000,Gd,384,774,656,1430,2,3,7,2,400,156000
15896,Gilbert,7,5,1999,1999,Gd,1177,1223,1089,2312,2,4,8,3,658,245000
24682,Gilbert,6,5,1999,1999,Gd,841,892,783,1675,2,3,7,2,502,181000
8755,Gilbert,7,5,1999,1999,Gd,992,1022,1038,2060,2,3,8,2,390,214000
7848,Gilbert,7,6,1999,1999,TA,384,774,656,1430,2,3,7,2,410,168000
9430,NoRidge,8,5,1999,1999,Gd,1252,1268,1097,2365,2,3,8,3,856,337000
15138,NoRidge,8,5,1995,1996,Gd,1462,1490,1304,2794,2,4,9,3,810,403000
12720,NoRidge,8,5,2000,2000,Gd,1455,1466,1221,2687,2,4,10,3,810,327000
16545,NoRidge,8,5,1998,1998,Gd,1284,1310,1140,2450,2,3,7,3,1069,340000
12203,NoRidge,8,5,1998,1999,Gd,1225,1276,1336,2612,2,4,8,3,676,336000
10208,NoRidge,7,5,1996,1997,Gd,1264,1277,1067,2344,2,3,7,3,889,265000
10750,NoRidge,8,5,1994,1995,Gd,2024,2063,0,2063,2,3,7,3,815,315000
9900,NoRidge,7,5,1993,1993,Gd,1347,1372,1274,2646,2,4,9,3,656,260000
9085,NoRidge,7,5,1995,1996,Gd,1070,1094,967,2061,2,3,7,2,647,260000
11692,NoRidge,8,5,1993,1994,Gd,1173,1215,1017,2232,2,3,8,2,623,263550
46589,NoRidge,8,7,1994,2005,Gd,1629,1686,762,2448,2,4,8,3,711,402000
29959,NoRidge,7,6,1994,1994,Gd,973,979,871,1850,2,3,7,2,467,248000
9612,Somerst,8,5,2008,2009,Gd,1468,1468,0,1468,2,3,6,3,898,244600
11194,Somerst,8,5,2008,2008,Gd,1696,1696,0,1696,2,3,7,3,972,275000
10206,Somerst,8,5,2008,2008,Gd,1614,1658,0,1658,2,3,7,3,726,257500
9262,Somerst,8,5,2008,2009,Gd,1573,1578,0,1578,2,3,7,3,840,287090
10130,Somerst,8,5,2007,2007,Gd,1702,1702,0,1702,2,3,7,3,844,275500
9139,Somerst,8,5,2006,2006,Ex,1422,1432,0,1432,2,3,7,2,492,245000
9675,Somerst,7,5,2005,2005,Gd,1113,1113,858,1971,2,3,8,2,689,253000
11128,Somerst,9,5,2005,2006,Ex,2458,2490,0,2490,2,2,9,3,795,468000
8640,Somerst,7,5,2009,2009,Gd,900,932,920,1852,2,3,7,2,644,252678
9000,Somerst,8,5,2008,2008,Gd,768,786,804,1590,2,3,6,2,676,210000
7862,Somerst,6,5,2009,2009,Gd,1218,1218,0,1218,2,2,4,2,676,208300
7993,Somerst,7,5,2008,2009,Ex,1436,1436,0,1436,2,3,6,2,529,225000
8640,Somerst,8,5,2009,2009,Gd,1300,1314,0,1314,2,3,6,2,552,229456
8640,Somerst,7,5,2008,2008,Gd,1402,1402,0,1402,2,3,7,2,625,229800
12606,Somerst,9,5,2007,2008,Gd,1530,1530,0,1530,2,3,7,3,984,250000
9187,Somerst,9,5,2009,2009,Ex,1766,1766,0,1766,2,2,7,3,478,370878
7500,Somerst,8,5,2006,2007,Gd,1372,1448,0,1448,2,2,6,2,692,238500
11003,Somerst,10,5,2008,2008,Ex,1017,1026,981,2007,2,3,10,3,812,310000
10603,Somerst,8,5,2006,2006,Ex,900,909,886,1795,2,3,8,3,782,270000
10574,Somerst,8,5,2005,2006,Gd,1082,1082,871,1953,2,3,9,3,1043,252000
8125,Somerst,7,5,2006,2007,Gd,1092,1112,438,1550,2,2,7,2,438,241000
8125,Somerst,8,5,2008,2009,Gd,1836,1836,0,1836,2,3,8,2,517,264500
10625,Somerst,7,5,2006,2007,Gd,1652,1662,0,1662,2,3,8,3,711,291000
9375,Somerst,7,5,2003,2004,Gd,912,912,1182,2094,2,4,8,2,615,263000
7500,Somerst,7,5,2004,2005,Gd,1221,1221,0,1221,2,2,6,2,400,185000
8736,Somerst,7,5,2003,2004,Gd,1553,1553,0,1553,2,3,6,2,588,234500
8127,Somerst,7,5,2003,2003,Gd,812,812,841,1653,2,3,6,2,628,209000
9605,SawyerW,7,6,2007,2007,Gd,1218,1218,0,1218,1,3,6,2,576,159000
7500,SawyerW,7,5,2006,2006,Gd,1141,1141,0,1141,1,3,6,2,484,152000
7500,SawyerW,6,5,2004,2004,Gd,1158,1158,0,1158,1,3,5,0,0,143500
10628,SawyerW,7,5,2004,2004,Gd,835,871,941,1812,2,3,8,2,478,193000
10141,SawyerW,8,5,2004,2004,Gd,1512,1512,0,1512,2,3,6,3,845,203000
10083,SawyerW,7,5,2003,2003,Gd,1176,1200,0,1200,2,2,5,2,555,184900
13072,SawyerW,7,5,2004,2005,Gd,1114,1114,0,1114,1,3,6,2,576,159000
13072,SawyerW,5,5,2004,2004,Gd,1114,1114,0,1114,1,3,6,0,0,142000
12450,SawyerW,5,5,2003,2004,Gd,1114,1114,0,1114,2,3,6,2,576,153000
7328,SawyerW,7,5,2008,2009,Gd,1450,1450,0,1450,2,2,6,3,788,224243
11492,SawyerW,7,5,1996,1997,Gd,913,913,1209,2122,2,4,8,2,559,220000
10994,SawyerW,8,5,2005,2006,Gd,1844,1844,0,1844,2,2,7,2,620,257000
8529,SawyerW,7,5,2001,2001,Gd,1454,1434,0,1434,2,3,6,2,527,189000
7703,SawyerW,6,6,1992,1992,Gd,816,833,897,1730,2,3,6,2,528,171500
10762,SawyerW,6,6,1980,1980,Gd,626,626,591,1217,1,3,6,1,288,120000
7175,SawyerW,6,5,1990,1991,Gd,1332,1332,0,1332,2,2,5,2,542,145000
9109,SawyerW,7,5,1994,1994,Gd,754,754,786,1540,2,3,6,2,495,184000
10274,SawyerW,6,7,1986,1986,Gd,676,698,702,1400,2,3,6,2,465,162000
8250,SawyerW,6,7,1981,1981,NA,0,964,918,1882,2,4,8,2,612,160000
8400,SawyerW,4,4,1950,1950,TA,721,841,0,841,1,2,4,1,294,82000
9000,SawyerW,6,3,1928,1950,Fa,784,784,0,784,1,2,5,2,360,76000
9750,Sawyer,5,5,1962,1962,TA,980,980,0,980,1,3,5,2,400,110000
7064,Sawyer,5,6,1977,1977,TA,980,980,0,980,1,3,6,2,484,135000
8499,Sawyer,5,6,1961,1961,TA,864,864,0,864,1,3,5,2,732,141000
9079,Sawyer,5,5,1961,1961,TA,864,864,0,864,1,2,5,1,440,122000
9316,Sawyer,5,5,1965,1965,TA,1024,1020,0,1020,2,3,5,1,288,124100
7791,Sawyer,5,8,1963,1995,TA,912,912,0,912,1,3,6,1,300,129000
10000,Sawyer,5,6,1961,1983,TA,864,1144,0,1144,1,3,6,1,264,131400
8281,Sawyer,5,5,1965,1965,TA,864,864,0,864,1,3,5,1,360,62383
7150,Sawyer,5,6,1962,1962,TA,912,912,0,912,1,3,6,1,252,123000
15676,Veenker,8,8,1980,1980,Gd,2014,2014,0,2014,2,2,6,3,864,275000
11949,NoRidge,7,8,1991,2008,Gd,975,975,780,1755,2,3,7,2,524,235000
2880,Somerst,7,5,2004,2005,Gd,1376,1376,1629,3005,2,3,9,3,704,280750
3951,Somerst,6,5,2009,2009,Gd,612,612,612,1224,2,2,4,2,528,164500
3000,Somerst,6,5,2009,2009,Gd,612,612,612,1224,2,2,4,2,528,173733
3830,Somerst,6,5,2008,2008,Gd,1726,1726,0,1726,2,2,6,2,561,222000
4217,Somerst,6,5,2008,2008,Gd,1145,1256,0,1256,1,1,5,2,641,195000
3230,Somerst,6,5,1999,1999,Gd,729,742,729,1471,2,3,6,2,440,172500
2998,Somerst,6,5,2000,2000,Gd,756,756,756,1512,2,2,4,2,440,180000
3768,Somerst,7,5,1999,1999,Gd,691,713,739,1452,2,3,6,2,506,156000
2645,Somerst,8,5,1999,2000,Gd,970,983,756,1739,2,3,7,2,480,172500
14694,Veenker,8,9,1977,2008,Gd,1694,1694,0,1694,2,2,5,2,642,318750
3782,Greens,8,5,1981,1981,Gd,1226,1226,0,1226,1,1,4,2,484,211500
15417,Veenker,7,5,1981,1981,Gd,1740,1740,0,1740,1,2,7,2,540,241600
9600,Veenker,8,5,1976,1976,TA,392,1487,1012,2499,2,4,5,2,527,180500
9991,Sawyer,4,4,1976,1993,TA,1281,1620,0,1620,2,3,8,2,490,150000
11700,NWAmes,6,6,1968,1968,TA,727,829,727,1556,1,4,8,2,441,154000
11717,NWAmes,6,6,1970,1970,TA,1442,1442,0,1442,2,2,6,2,615,185000
9156,NWAmes,6,7,1968,1968,TA,1489,1489,0,1489,2,3,7,2,462,185750
10382,NWAmes,7,6,1973,1973,Gd,1107,1107,983,2090,2,3,7,2,484,200000
12732,NWAmes,7,6,1974,1974,TA,752,1285,782,2067,2,3,7,2,784,206000
12936,NWAmes,6,6,1972,1972,TA,723,735,660,1395,1,3,6,2,497,162000
10400,NWAmes,6,7,1967,1997,TA,932,1271,1369,2640,2,5,8,2,515,256900
17871,NWAmes,6,5,1967,1976,Gd,1680,1724,0,1724,1,3,7,2,480,197900
9600,NWAmes,5,5,1969,1969,Gd,1288,1336,0,1336,2,3,6,2,502,163000
9000,NWAmes,6,5,1969,1969,TA,1216,1216,0,1216,1,3,5,1,336,113000
13774,NWAmes,7,7,1977,1992,Gd,908,1316,972,2288,1,4,8,2,520,230000
9650,NWAmes,6,5,1977,1977,Gd,1350,1334,0,1334,2,2,6,2,630,167900
10140,NWAmes,7,5,1998,1999,Ex,1650,1680,0,1680,2,3,7,2,583,213250
8400,NWAmes,8,6,2001,2001,Gd,810,810,855,1665,2,3,6,2,528,227000
7130,NAmes,5,6,1967,1967,TA,864,864,0,864,1,2,5,1,312,130000
9600,NAmes,5,5,1967,1967,TA,1568,1568,0,1568,1,3,7,2,440,143000
9100,NAmes,5,6,1965,1965,TA,925,925,0,925,1,2,5,1,429,117500
9600,NWAmes,7,5,1974,1974,TA,1165,1165,896,2061,2,4,8,2,498,168500
16500,NWAmes,6,5,1971,1971,Gd,1232,1320,0,1320,2,3,5,2,495,172500
9790,NWAmes,6,5,1967,1967,TA,1372,1342,0,1342,2,3,7,2,457,161500
7436,NAmes,4,7,1960,1960,TA,894,894,0,894,1,2,5,2,396,141500
8125,NAmes,5,7,1959,1959,TA,864,864,0,864,1,3,5,1,308,118000
9100,NAmes,6,6,1959,1959,TA,864,864,0,864,1,2,5,1,300,127500
9450,NAmes,4,5,1957,1957,TA,1040,1362,0,1362,1,3,6,3,768,140000
13495,NAmes,5,6,1956,1956,TA,1048,1728,0,1728,2,3,7,2,576,177625
11475,NAmes,5,5,1958,1958,TA,1584,1776,0,1776,2,4,9,3,888,110000
10004,NAmes,6,6,1964,1964,TA,1516,1516,0,1516,1,3,6,2,472,167000
9350,NAmes,5,6,1961,1995,TA,1313,1313,0,1313,1,3,6,2,610,153000
